mysql> select * from bat.expplaque order by totexp desc limit 1000;
+--------------+------------+------+---------+
| player       | totexp     | lvl  | hideexp |
| Dakir        |  143924135 |   80 |       0 | 
| Illusia      |  143755807 |   80 |       1 | 
| Antrax       |  143385075 |   67 |       1 | 
| Eliam        |  143116021 |   75 |       1 | 
| Darian       |  142263503 |   78 |       0 | 
| Namo         |  141690286 |   86 |       0 | 
| Roscop       |  141103415 |   79 |       1 | 
| Derivator    |  140254615 |   72 |       0 | 
| Heze         |  140086749 |   85 |       1 | 
| Byzant       |  139988055 |   78 |       0 | 
| Cozmo        |  139427524 |   85 |       1 | 
| Maruk        |  139355150 |   45 |       0 | 
| Desert       |  139091934 |   83 |       0 | 
| Malicat      |  139056959 |   87 |       1 | 
| Spinoza      |  138842528 |   87 |       1 | 
| Venomwwa     |  138736431 |   60 |       0 | 
| Radagast     |  138517975 |   87 |       0 | 
| Ironfist     |  138484383 |   75 |       0 | 
| Karamacho    |  138461429 |   78 |       1 | 
| Gorehound    |  138151998 |   79 |       0 | 
| Sephiroth    |  138063756 |   83 |       0 | 
| Eldegast     |  138020200 |   78 |       0 | 
| Liku         |  137981248 |   85 |       0 | 
| Alving       |  137978894 |   70 |       0 | 
| Jagoman      |  137945615 |   86 |       1 | 
| Battler      |  137768707 |   84 |       0 | 
| Wide         |  137171768 |   80 |       0 | 
| Ziggy        |  136851012 |   80 |       0 | 
| Illusika     |  136748102 |   80 |       1 | 
| Victor       |  136652449 |   78 |       1 | 
| Braik        |  136495970 |   15 |       0 | 
| Nobbs        |  135929560 |   85 |       1 | 
| Mikkouer     |  135695726 |   15 |       1 | 
| Noturgo      |  135659600 |   70 |       1 | 
| Fingust      |  135627270 |   66 |       1 | 
| Jumbo        |  135611054 |   83 |       0 | 
| Deemer       |  134420928 |   61 |       1 | 
| Merioli      |  133947680 |   83 |       1 | 
| Crueger      |  133805259 |   82 |       0 | 
| Tiigeri      |  133490219 |   81 |       1 | 
| Menglan      |  132761334 |   80 |       1 | 
| Malcom       |  132496982 |   70 |       0 | 
| Ktonis       |  132147614 |   51 |       1 | 
| Minesweeper  |  132030539 |   80 |       1 | 
| Guffy        |  131939516 |   87 |       0 | 
| Nargar       |  131687047 |   77 |       0 | 
| Zock         |  131508926 |   78 |       0 | 
| Welwood      |  131062822 |   80 |       1 | 
| Nemi         |  130674650 |   82 |       1 | 
| Kylyma       |  130286555 |   74 |       1 | 
| Golieth      |  130157480 |   84 |       0 | 
| Arthedain    |  129405028 |   75 |       0 | 
| Moonglaze    |  129296279 |   80 |       0 | 
| Shiwa        |  129003364 |   78 |       0 | 
| Alakhai      |  128963497 |   75 |       1 | 
| Hirmu        |  128721068 |   91 |       1 | 
| Redcap       |  128476306 |   70 |       0 | 
| Habbar       |  128347838 |   83 |       1 | 
| Kardon       |  128298332 |   86 |       0 | 
| Nathanielw   |  127581108 |   87 |       0 | 
| Grand        |  127396829 |    1 |       1 | 
| Thunderheart |  127319760 |   80 |       1 | 
| Calmis       |  127171187 |   80 |       0 | 
| Sirda        |  127001571 |   78 |       0 | 
| Keffe        |  126934032 |   90 |       1 | 
| Iktomi       |  126882798 |   78 |       0 | 
| Thanaxos     |  126720929 |   69 |       0 | 
| Kaahn        |  126679148 |   80 |       1 | 
| Nyriori      |  126661358 |   81 |       0 | 
| Smeagol      |  126302692 |   78 |       1 | 
| Garth        |  126057657 |   75 |       0 | 
| Miao         |  125902899 |   15 |       1 | 
| Dali         |  125854907 |   78 |       1 | 
| Furtoe       |  125840854 |   83 |       0 | 
| Saapas       |  125616118 |   80 |       0 | 
| Xunisiih     |  125553392 |   45 |       1 | 
| Tarquin      |  125232017 |   43 |       0 | 
| Glace        |  124943469 |   80 |       0 | 
| Glory        |  124198071 |   82 |       1 | 
| Westchester  |  124196075 |   85 |       0 | 
| Etar         |  123951349 |   76 |       0 | 
| Magnar       |  123776516 |   70 |       0 | 
| Kaolin       |  123574359 |   70 |       0 | 
| Letrebil     |  123510587 |   75 |       1 | 
| Ameepa       |  123489826 |   80 |       1 | 
| Rekcedien    |  123296244 |   80 |       0 | 
| Patriot      |  123175489 |   75 |       0 | 
| Malekith     |  123047316 |   75 |       0 | 
| Myytti       |  122980762 |   80 |       0 | 
| Gorrax       |  122875125 |   69 |       0 | 
| Piiper       |  122499709 |   75 |       0 | 
| Luggage      |  122481433 |   73 |       0 | 
| Oktimatus    |  122394003 |   80 |       0 | 
| Folder       |  122355045 |   81 |       1 | 
| Ragnhild     |  122249411 |   77 |       0 | 
| Grind        |  122172018 |   77 |       1 | 
| Lyrik        |  122125482 |   82 |       0 | 
| Ruttuturpa   |  121515026 |   84 |       0 | 
| Whogmag      |  121427577 |   78 |       0 | 
| Kealios      |  121303114 |   79 |       0 | 
| Elgarth      |  120861037 |   75 |       1 | 
| Mephisto     |  120683904 |   65 |       1 | 
| Bmoa         |  120670336 |   81 |       0 | 
| Chaste       |  120524492 |   62 |       0 | 
| Naflein      |  120524485 |   79 |       1 | 
| Soulhunter   |  120510732 |   76 |       0 | 
| Izrabljeni   |  120223465 |   72 |       0 | 
| Reima        |  120112780 |   80 |       0 | 
| Pretorian    |  119845402 |   50 |       1 | 
| Braxx        |  119662149 |   65 |       0 | 
| Drizzin      |  119553501 |   85 |       1 | 
| Raist        |  119458647 |   85 |       0 | 
| Deflak       |  119395636 |   77 |       1 | 
| Byleth       |  118716830 |   70 |       1 | 
| Chador       |  118659511 |   75 |       0 | 
| Sillma       |  118585651 |   70 |       0 | 
| Rutaliator   |  118400606 |   17 |       0 | 
| Tawno        |  118288294 |   82 |       0 | 
| Juo          |  118280142 |   73 |       0 | 
| Sundstar     |  117119168 |   83 |       0 | 
| Silentkilla  |  116605577 |   74 |       0 | 
| Altair       |  115936373 |   70 |       1 | 
| Starrlight   |  115245214 |   81 |       1 | 
| Hipsi        |  115204205 |   83 |       1 | 
| Blizt        |  115118375 |   60 |       0 | 
| Possurobotti |  114628420 |   76 |       1 | 
| Hwarang      |  114454182 |   78 |       0 | 
| Tikku        |  114371204 |   73 |       0 | 
| Juki         |  114352440 |   70 |       0 | 
| Nathalie     |  114260054 |   85 |       1 | 
| Nullnullatte |  114166975 |   71 |       0 | 
| Choque       |  114067385 |   78 |       1 | 
| Janosh       |  113800391 |   53 |       0 | 
| Keho         |  113689257 |   80 |       1 | 
| Pokka        |  113544675 |   85 |       0 | 
| Gruuve       |  113332754 |   78 |       0 | 
| Dink         |  113293897 |   75 |       0 | 
| Shifu        |  112675702 |   70 |       0 | 
| Patris       |  112653114 |   67 |       1 | 
| Anrak        |  112598290 |   71 |       0 | 
| Froggy       |  112068774 |   75 |       0 | 
| Louen        |  111963136 |   55 |       0 | 
| Crx          |  111464205 |   80 |       1 | 
| Krnlpanik    |  111338703 |   72 |       0 | 
| Scatman      |  111311892 |   75 |       0 | 
| Scytale      |  111301489 |   78 |       0 | 
| Ruffneck     |  111300028 |   77 |       0 | 
| Mabber       |  111023871 |   79 |       1 | 
| Danefl       |  110915426 |   76 |       0 | 
| Dab          |  110789758 |   70 |       0 | 
| Chilth       |  110718246 |   70 |       0 | 
| Valkrist     |  109892784 |   72 |       0 | 
| Dheos        |  109857507 |   83 |       0 | 
| Monty        |  109693932 |   75 |       1 | 
| Yorkaturr    |  109604965 |   90 |       0 | 
| Wolfteeth    |  109362990 |   76 |       0 | 
| Mortak       |  109192889 |   77 |       0 | 
| Odina        |  109062509 |   80 |       1 | 
| Kaz          |  108993444 |   77 |       0 | 
| Acennan      |  108717737 |   70 |       1 | 
| Euno         |  108610615 |   80 |       0 | 
| Kuulio       |  108353432 |   77 |       1 | 
| Malicar      |  108292032 |   66 |       0 | 
| Arnac        |  108250501 |   80 |       1 | 
| Zaracen      |  107736744 |   75 |       0 | 
| Bauglir      |  107703464 |   74 |       0 | 
| Anammox      |  107664822 |   71 |       0 | 
| Eskorbuto    |  107636247 |   72 |       0 | 
| Mangy        |  107365038 |   50 |       0 | 
| Kawasa       |  107033979 |   24 |       1 | 
| Keitolainen  |  106926881 |   66 |       1 | 
| Malice       |  106833692 |   80 |       0 | 
| Dupre        |  106739150 |   68 |       0 | 
| Nedra        |  106472852 |   62 |       0 | 
| Raunk        |  106296207 |   80 |       1 | 
| Llewar       |  106000640 |   84 |       1 | 
| Jumar        |  105967778 |   76 |       0 | 
| Glarin       |  105919019 |   73 |       0 | 
| Moonraven    |  105788549 |   75 |       1 | 
| Arga         |  105644710 |   15 |       1 | 
| Hades        |  105514831 |   81 |       1 | 
| Brewer       |  105008263 |   70 |       0 | 
| Galronio     |  104984797 |   75 |       0 | 
| Lillith      |  104794643 |   70 |       0 | 
| Fistan       |  104734691 |   75 |       1 | 
| Dralith      |  104578457 |   85 |       0 | 
| Acidia       |  104569125 |   78 |       1 | 
| Umbar        |  104540134 |   72 |       0 | 
| Saboteur     |  104159980 |   72 |       1 | 
| Lordborgman  |  104151740 |   78 |       0 | 
| Cannedheat   |  103984843 |   45 |       0 | 
| Samil        |  103981597 |   74 |       0 | 
| Yen          |  103896471 |   72 |       1 | 
| Copkiller    |  103657528 |   79 |       0 | 
| Darker       |  103559617 |   66 |       0 | 
| Tedra        |  103435991 |   70 |       0 | 
| Ashh         |  103256693 |   88 |       0 | 
| Mudax        |  103249777 |   50 |       1 | 
| Llorakhsan   |  103207241 |   75 |       0 | 
| Klaes        |  103133044 |   68 |       1 | 
| Varis        |  103106711 |   55 |       0 | 
| Deltan       |  102451859 |   79 |       1 | 
| Heinz        |  102420376 |   66 |       1 | 
| Roark        |  102117860 |   70 |       0 | 
| Caesar       |  101988152 |   30 |       1 | 
| Bartemus     |  101768175 |   70 |       0 | 
| Thematic     |  101536104 |   74 |       1 | 
| Zarquan      |  101371844 |   80 |       0 | 
| Phoebe       |  101172831 |   72 |       1 | 
| Chandris     |  100981869 |   78 |       1 | 
| Lornah       |  100906422 |   72 |       1 | 
| Millikan     |  100774990 |   73 |       0 | 
| Morrigu      |  100671230 |   75 |       1 | 
| Avandhar     |  100529208 |   70 |       0 | 
| Dione        |  100499642 |   68 |       0 | 
| Nuubi        |  100489859 |   80 |       0 | 
| Marzo        |  100385595 |   69 |       1 | 
| Minni        |  100175289 |   80 |       1 | 
| Dakkon       |  100131073 |   81 |       0 | 
| Sandra       |  100113001 |   75 |       0 | 
| Van          |  100024716 |   63 |       0 | 
| Draketest    |  100000009 |   46 |       1 | 
| Ihaa         |   99991554 |    1 |       1 | 
| Azariah      |   99922684 |   79 |       1 | 
| Spearhead    |   99897330 |   65 |       0 | 
| Termari      |   99883302 |   80 |       1 | 
| Xianator     |   99870423 |    7 |       0 | 
| Svaba        |   99613558 |   64 |       0 | 
| Scooter      |   99562477 |   40 |       1 | 
| Graxrah      |   99431809 |   70 |       0 | 
| Scofield     |   99381924 |   68 |       0 | 
| Edrick       |   99363414 |   55 |       0 | 
| Samebi       |   99297066 |   82 |       1 | 
| Dandalf      |   99280471 |   78 |       0 | 
| Jaro         |   99193333 |   61 |       0 | 
| Syna         |   99165514 |   75 |       0 | 
| Yggdrasil    |   99079571 |   60 |       0 | 
| Atheo        |   98685658 |   74 |       0 | 
| Peijooni     |   98644420 |   77 |       1 | 
| Silvanus     |   98524995 |   72 |       0 | 
| Hemicuda     |   98239418 |   77 |       0 | 
| Venturus     |   98082465 |   68 |       1 | 
| Idles        |   97942240 |   77 |       1 | 
| Marrow       |   97706023 |   80 |       1 | 
| Oxes         |   97652885 |   62 |       0 | 
| Ikira        |   97523766 |   30 |       0 | 
| Darkki       |   97317476 |   17 |       1 | 
| Serc         |   97099098 |   80 |       0 | 
| Gearshifter  |   97013125 |   70 |       1 | 
| Tritor       |   96831713 |   77 |       0 | 
| Trench       |   96740439 |   78 |       1 | 
| Tnt          |   96537241 |   70 |       1 | 
| Jermy        |   96276237 |   78 |       0 | 
| Helldorna    |   96266003 |   70 |       1 | 
| Kiomet       |   96047428 |   52 |       1 | 
| Grondle      |   95600698 |   74 |       0 | 
| Cirrus       |   95496576 |   41 |       0 | 
| Karrstone    |   95410701 |   65 |       1 | 
| Martyr       |   95384592 |   71 |       1 | 
| Dangergirl   |   95266352 |   65 |       0 | 
| Lintu        |   95020532 |   66 |       0 | 
| Coolguy      |   94893934 |   72 |       0 | 
| Dreadlord    |   94612531 |   70 |       0 | 
| Sinoli       |   94576317 |   72 |       0 | 
| Aludar       |   94221339 |   56 |       1 | 
| Mazzon       |   93998052 |   59 |       0 | 
| Litteboy     |   93949812 |   63 |       0 | 
| Fiend        |   93925529 |   67 |       0 | 
| Kata         |   93914000 |   79 |       1 | 
| Zarman       |   93469213 |   76 |       0 | 
| Wermo        |   93418124 |   76 |       1 | 
| Tyger        |   93193302 |   63 |       0 | 
| Morthius     |   92883901 |   76 |       1 | 
| Fuma         |   92498449 |   10 |       0 | 
| Dreuger      |   92475601 |   61 |       0 | 
| Kreldor      |   92429432 |   36 |       1 | 
| Charyb       |   92255146 |   77 |       0 | 
| Jage         |   92172286 |   71 |       0 | 
| Sisar        |   91998323 |   42 |       1 | 
| Gidan        |   91977970 |   80 |       0 | 
| Ase          |   91868465 |   68 |       0 | 
| Antonius     |   91835722 |   54 |       1 | 
| Hicks        |   91314232 |   73 |       0 | 
| Teddy        |   91165564 |   65 |       0 | 
| Aldaron      |   91164324 |   73 |       0 | 
| Gilsereg     |   91139583 |   70 |       0 | 
| Zandrea      |   91115484 |   76 |       0 | 
| Sriel        |   91037320 |   87 |       1 | 
| Ivanor       |   90945627 |   35 |       0 | 
| Raptor       |   90739590 |   71 |       0 | 
| Tiktok       |   90635283 |   72 |       1 | 
| Houtmi       |   90430022 |   85 |       1 | 
| Yggrasil     |   90378199 |   73 |       0 | 
| Maho         |   90265469 |   81 |       1 | 
| Hormelo      |   90115330 |   70 |       1 | 
| Vetisteleva  |   89998670 |   74 |       1 | 
| Duracell     |   89961553 |   67 |       0 | 
| Loderunner   |   89824824 |   22 |       0 | 
| Nyghtshade   |   89780630 |   77 |       0 | 
| Koparampo    |   89704338 |   57 |       1 | 
| Drak         |   89633661 |   51 |       0 | 
| Pera         |   89056461 |   64 |       1 | 
| Hellvasara   |   89007090 |   69 |       0 | 
| Taras        |   88672520 |   50 |       1 | 
| Pusta        |   88326864 |   75 |       1 | 
| Amoal        |   88324666 |   72 |       1 | 
| Kal          |   88190036 |   78 |       1 | 
| Hellslayer   |   88149554 |   77 |       0 | 
| Jessen       |   88075861 |   78 |       0 | 
| Unacorda     |   87963453 |   48 |       0 | 
| Timotei      |   87604055 |   75 |       0 | 
| Ednar        |   87577010 |   48 |       0 | 
| Zaerth       |   87465130 |   72 |       0 | 
| Mordol       |   87020945 |   62 |       0 | 
| Zyclop       |   86984870 |   56 |       0 | 
| Ens          |   86806992 |   76 |       0 | 
| Line         |   86732955 |   79 |       1 | 
| Ranma        |   86691924 |   54 |       0 | 
| Jemis        |   86680301 |   77 |       0 | 
| Tornipeikko  |   86458434 |   67 |       1 | 
| Miserable    |   85714194 |   67 |       0 | 
| Zorru        |   85694821 |   73 |       0 | 
| Eldinn       |   85660537 |   65 |       1 | 
| Chronic      |   85255629 |   61 |       0 | 
| Kirya        |   85219637 |   78 |       0 | 
| Marvin       |   85206613 |   23 |       0 | 
| Noitatohtori |   84609972 |   76 |       0 | 
| Hunts        |   83852471 |   75 |       0 | 
| Ragelius     |   83835880 |   68 |       1 | 
| Zion         |   83721425 |   65 |       0 | 
| Ruwar        |   83193618 |    1 |       1 | 
| Conman       |   83116843 |   76 |       1 | 
| Asmodean     |   83105046 |   75 |       1 | 
| Tails        |   82913211 |   44 |       0 | 
| Kapomaagi    |   82895785 |   68 |       0 | 
| Vaara        |   82866597 |   70 |       1 | 
| Zac          |   82343396 |   52 |       0 | 
| Maraqita     |   82341813 |   56 |       0 | 
| Tybert       |   82265170 |   65 |       1 | 
| Chun         |   82118979 |   60 |       1 | 
| Ooga         |   82074320 |   60 |       0 | 
| Doomface     |   81842367 |   60 |       1 | 
| Aginor       |   81795096 |   72 |       0 | 
| Umi          |   81729282 |   50 |       0 | 
| Flynne       |   81697340 |   74 |       0 | 
| Peso         |   81635901 |   76 |       0 | 
| Stranger     |   81569092 |   65 |       0 | 
| Patze        |   81339649 |   65 |       0 | 
| Gildron      |   81299652 |   62 |       1 | 
| Bone         |   80936914 |   66 |       0 | 
| Flab         |   80796523 |   65 |       0 | 
| Orim         |   80758042 |   70 |       0 | 
| Derfel       |   80757176 |   56 |       0 | 
| Styxx        |   80640394 |   82 |       0 | 
| Nips         |   80512384 |   70 |       1 | 
| Himmler      |   80106258 |   70 |       0 | 
| Suzuki       |   80090016 |   73 |       1 | 
| Gunk         |   80000828 |   64 |       0 | 
| Ilidor       |   79829033 |   70 |       0 | 
| Magi         |   79796325 |   65 |       0 | 
| Match        |   79631307 |   65 |       0 | 
| Brutal       |   79471040 |   68 |       0 | 
| Belain       |   79282869 |   70 |       0 | 
| Adgii        |   78743356 |   65 |       1 | 
| Glozic       |   78707286 |   51 |       0 | 
| Aiv          |   78635326 |   66 |       0 | 
| Tobe         |   78576726 |   72 |       1 | 
| Turd         |   78512469 |   70 |       1 | 
| Mystic       |   78224484 |   86 |       1 | 
| Fegud        |   78224399 |   75 |       0 | 
| Aldien       |   78209068 |   70 |       0 | 
| Mizo         |   77852666 |   45 |       0 | 
| Ignore       |   77834605 |   30 |       0 | 
| Theramon     |   77689521 |   76 |       0 | 
| Vince        |   77576903 |   60 |       0 | 
| Ukemi        |   77568629 |   72 |       0 | 
| Campion      |   77386652 |   65 |       1 | 
| Miza         |   77349439 |   61 |       0 | 
| Purse        |   77313270 |   63 |       0 | 
| Ere          |   77224127 |   75 |       1 | 
| Routa        |   77191452 |   75 |       0 | 
| Caronte      |   76999895 |   70 |       0 | 
| Logicus      |   76827272 |   70 |       0 | 
| Nukunuku     |   76289850 |   65 |       0 | 
| Bluefox      |   76209922 |   65 |       1 | 
| Clyer        |   76194992 |   73 |       1 | 
| Caped        |   76160366 |   70 |       0 | 
| Cobrelli     |   75773472 |   57 |       1 | 
| Anarkha      |   75741771 |   73 |       1 | 
| Phyros       |   75678946 |   71 |       1 | 
| Linkless     |   75496234 |   75 |       1 | 
| Haii         |   75361985 |   67 |       0 | 
| Morkil       |   75349572 |   72 |       1 | 
| Crom         |   75294743 |   60 |       0 | 
| Insatiable   |   75222533 |   81 |       1 | 
| Everlast     |   75081471 |   70 |       0 | 
| Genestran    |   75049342 |   56 |       0 | 
| Rwuorio      |   75019505 |   70 |       0 | 
| Malag        |   74959341 |   61 |       0 | 
| Gargoyle     |   74957411 |   60 |       0 | 
| Rhadamanth   |   74866475 |   70 |       0 | 
| Bestrafer    |   74686198 |   43 |       1 | 
| Soulafein    |   74493237 |   64 |       1 | 
+--------------+------------+------+---------+
1000 rows in set (0.00 sec)

mysql> exit
