mysql> select * from bat.expplaque order by totexp desc;
+--------------+------------+------+---------+
| player       | totexp     | lvl  | hideexp |
| Nightwatch   |   11945593 |   40 |       0 | 
| Agbar        |   11935321 |   50 |       1 | 
| Father       |   11927538 |   49 |       0 | 
| Vaihe        |   11911778 |   50 |       1 | 
| Chrone       |   11910838 |   47 |       1 | 
| Sithlord     |   11849510 |   40 |       0 | 
| Gauldoth     |   11840094 |   30 |       1 | 
| Pisano       |   11825327 |   43 |       1 | 
| Azolth       |   11767960 |   47 |       1 | 
| Monggi       |   11766741 |   46 |       1 | 
| Allanon      |   11751496 |   50 |       0 | 
| Grazzak      |   11738225 |   47 |       1 | 
| Adonis       |   11737124 |   50 |       1 | 
| Venom        |   11705786 |   39 |       1 | 
| Luffy        |   11690190 |   41 |       1 | 
| Flechek      |   11647694 |   10 |       1 | 
| Kheldar      |   11643747 |   47 |       1 | 
| Awake        |   11620505 |   45 |       1 | 
| Trix         |   11620260 |   47 |       0 | 
| Bukkis       |   11615088 |   46 |       1 | 
| Lordduran    |   11589463 |   38 |       1 | 
| Morphail     |   11570620 |   41 |       1 | 
| Page         |   11498133 |   50 |       1 | 
| Armo         |   11496543 |   38 |       1 | 
| Dragonchild  |   11478673 |   50 |       1 | 
| Nightwrath   |   11475734 |   40 |       1 | 
| Khonshu      |   11473733 |   41 |       1 | 
| Xanthic      |   11425265 |   46 |       1 | 
| Floyed       |   11376034 |   42 |       0 | 
| Kerma        |   11360585 |    1 |       1 | 
| Jirk         |   11341702 |   30 |       0 | 
| Nau          |   11324823 |   48 |       0 | 
| Usagi        |   11317890 |   37 |       1 | 
| Lasoli       |   11308992 |   50 |       1 | 
| Cherep       |   11287551 |   40 |       0 | 
| Rusty        |   11239339 |   50 |       1 | 
| Bells        |   11216035 |   38 |       1 | 
| Ikamera      |   11195615 |   44 |       0 | 
| Uqualin      |   11183542 |   44 |       0 | 
| Cedon        |   11126013 |   46 |       0 | 
| Gamoth       |   11106363 |   44 |       1 | 
| Danziger     |   11050272 |   45 |       0 | 
| Arvo         |   11023552 |   46 |       1 | 
| Spiritwalker |   11022860 |   50 |       1 | 
| Nemezec      |   11018939 |   52 |       0 | 
| Fantus       |   11014483 |   46 |       1 | 
| Nargum       |   10997961 |   40 |       1 | 
| Lurm         |   10973714 |   48 |       1 | 
| Ayli         |   10964423 |   45 |       0 | 
| Deric        |   10939778 |   45 |       1 | 
| Obion        |   10935312 |   36 |       1 | 
| Gsordo       |   10919767 |   40 |       0 | 
| Borisjj      |   10916710 |   30 |       1 | 
| Lazar        |   10910191 |   42 |       1 | 
| Knot         |   10901746 |   50 |       1 | 
| Skidmark     |   10841111 |   42 |       1 | 
| Gin          |   10787860 |   45 |       1 | 
| Shazam       |   10761346 |   50 |       0 | 
| Veikka       |   10754644 |   46 |       0 | 
| Xlink        |   10743656 |   46 |       0 | 
| Crandilon    |   10718803 |   44 |       1 | 
| Kojo         |   10705154 |   40 |       1 | 
| Buttercup    |   10683641 |   45 |       1 | 
| Gerb         |   10680871 |   30 |       1 | 
| Hamani       |   10659977 |    1 |       1 | 
| Pils         |   10610825 |   45 |       1 | 
| Vilho        |   10600066 |   42 |       0 | 
| Spineless    |   10587739 |   45 |       0 | 
| Cattt        |   10579262 |   16 |       1 | 
| Koldor       |   10574727 |   45 |       0 | 
| Busorama     |   10533103 |   47 |       1 | 
| Stud         |   10529058 |   41 |       0 | 
| Derazel      |   10497865 |   45 |       1 | 
| Oxtord       |   10491384 |   45 |       1 | 
| Zaknafein    |   10491050 |   46 |       1 | 
| Sammaster    |   10482324 |   40 |       0 | 
| Krantz       |   10460045 |   30 |       1 | 
| Anavrin      |   10451824 |   36 |       1 | 
| Twll         |   10423246 |   41 |       1 | 
| Lager        |   10421100 |   44 |       0 | 
| Compus       |   10415922 |   44 |       0 | 
| Khayman      |   10411407 |   41 |       1 | 
| Jew          |   10408890 |   49 |       1 | 
| Zoah         |   10405123 |   20 |       0 | 
| Lazuli       |   10356338 |   44 |       1 | 
| Sephrenia    |   10355541 |   30 |       0 | 
| Teb          |   10339680 |   30 |       1 | 
| Jagged       |   10333682 |   40 |       1 | 
| Binky        |   10331905 |   43 |       0 | 
| Lacovar      |   10324670 |   43 |       0 | 
| Cane         |   10308114 |   30 |       1 | 
| Gitador      |   10307122 |   36 |       0 | 
| Tull         |   10263670 |   46 |       1 | 
| Goroharahad  |   10247340 |   38 |       0 | 
| Rohan        |   10247178 |   46 |       1 | 
| Avelan       |   10244843 |   45 |       1 | 
| Soulpoison   |   10235770 |   36 |       1 | 
| Baztard      |   10232310 |   47 |       1 | 
| Gahga        |   10231354 |   46 |       1 | 
| Kuntz        |   10226686 |   40 |       0 | 
| Muta         |   10224561 |   42 |       0 | 
| Shimizu      |   10222602 |   45 |       0 | 
| Rald         |   10218582 |   40 |       1 | 
| Vagabond     |   10212419 |   44 |       1 | 
| Koraf        |   10212038 |   42 |       1 | 
| Nerull       |   10207401 |   45 |       1 | 
| Za           |   10198741 |   43 |       0 | 
| Dazer        |   10176716 |   46 |       1 | 
| Gorgar       |   10171300 |   18 |       1 | 
| Celebmir     |   10168269 |   45 |       0 | 
| Mistered     |   10168197 |   40 |       1 | 
| Pyrisa       |   10157755 |   39 |       1 | 
| Aldus        |   10145507 |   45 |       1 | 
| Ole          |   10135504 |   50 |       1 | 
| Sinistar     |   10122316 |   47 |       1 | 
| Humungus     |   10092471 |   43 |       0 | 
| Tekari       |   10089726 |   43 |       0 | 
| Illytha      |   10079104 |    1 |       1 | 
| Iricus       |   10068457 |   41 |       1 | 
| Mane         |   10063191 |   46 |       1 | 
| Janne        |   10055279 |   35 |       0 | 
| Dolan        |   10054757 |   45 |       0 | 
| Bladi        |   10032984 |   47 |       1 | 
| Astaroth     |   10019053 |   45 |       1 | 
| Soth         |   10012545 |   52 |       0 | 
| Brion        |   10011115 |    1 |       1 | 
| Swordbreaker |   10006756 |   40 |       1 | 
| Danlon       |    9964538 |   38 |       0 | 
| Whyi         |    9945766 |   45 |       1 | 
| Veldar       |    9927094 |   33 |       1 | 
| Paskiainen   |    9922954 |   43 |       1 | 
| Ribber       |    9919772 |   43 |       0 | 
| Gothicliger  |    9874863 |   48 |       1 | 
| Nahkaparturi |    9869859 |   40 |       1 | 
| Megaton      |    9866335 |   45 |       0 | 
| Morga        |    9863673 |   30 |       1 | 
| Randal       |    9861658 |   45 |       1 | 
| Fixed        |    9854561 |   47 |       1 | 
| Electro      |    9849077 |   45 |       1 | 
| Supreme      |    9847014 |   40 |       1 | 
| Mica         |    9841867 |   46 |       1 | 
| Huhmare      |    9841322 |   45 |       1 | 
| Wren         |    9828715 |   42 |       1 | 
| Nada         |    9815668 |   38 |       1 | 
| Bladis       |    9810574 |   45 |       1 | 
| Juhannes     |    9809533 |   45 |       1 | 
| Nekru        |    9794740 |   42 |       1 | 
| Oxygen       |    9788401 |   16 |       0 | 
| Narfer       |    9782060 |   44 |       1 | 
| Narcosis     |    9777079 |   43 |       1 | 
| Timetress    |    9769872 |   41 |       1 | 
| Miger        |    9744274 |   42 |       0 | 
| Xarathas     |    9738324 |   40 |       1 | 
| Soeren       |    9729663 |   45 |       0 | 
| Zefre        |    9714783 |   32 |       0 | 
| Farea        |    9701282 |   43 |       1 | 
| Mux          |    9697390 |   37 |       1 | 
| Korel        |    9695399 |   41 |       0 | 
| Padan        |    9691652 |   43 |       0 | 
| Shou         |    9683606 |   40 |       1 | 
| Gremnir      |    9674712 |   43 |       1 | 
| Shooter      |    9647904 |   40 |       0 | 
| Julma        |    9637694 |   30 |       1 | 
| Caracarn     |    9637277 |   42 |       1 | 
| Gallant      |    9617894 |   45 |       0 | 
| Kann         |    9607760 |   30 |       0 | 
| Garma        |    9599883 |   16 |       1 | 
| Psymar       |    9582297 |   46 |       0 | 
| Hashiva      |    9577784 |   45 |       1 | 
| Brainfizz    |    9574857 |   40 |       1 | 
| Belzebub     |    9573206 |   40 |       1 | 
| Orome        |    9569720 |   36 |       0 | 
| Puddin       |    9563976 |   40 |       1 | 
| Shadoww      |    9547434 |   42 |       1 | 
| Greendale    |    9525766 |   45 |       1 | 
| Centus       |    9519699 |   44 |       1 | 
| Nazarow      |    9516216 |   42 |       0 | 
| Shamrock     |    9506605 |   48 |       1 | 
| Jubei        |    9494806 |   45 |       1 | 
| Zelock       |    9465060 |   45 |       1 | 
| Saitoh       |    9450019 |   45 |       1 | 
| Authority    |    9439873 |   41 |       0 | 
| Floppy       |    9434114 |   18 |       1 | 
| Lundar       |    9429375 |   19 |       0 | 
| Shayde       |    9427422 |    1 |       1 | 
| Fade         |    9425697 |   36 |       0 | 
| Deamos       |    9398845 |   35 |       0 | 
| Rowena       |    9398565 |   50 |       1 | 
| Lordchoas    |    9393635 |   30 |       0 | 
| Hybrid       |    9392148 |   47 |       1 | 
| Maisie       |    9354973 |   46 |       1 | 
| Avril        |    9307023 |   45 |       1 | 
| Gerrald      |    9306234 |    1 |       1 | 
| Malius       |    9291026 |   46 |       0 | 
| Wipo         |    9288276 |   38 |       0 | 
| Ddevil       |    9277978 |   38 |       1 | 
| Solid        |    9258244 |   39 |       1 | 
| Baek         |    9254296 |   40 |       0 | 
| Asphitator   |    9246325 |   30 |       1 | 
| Gwain        |    9245506 |   50 |       1 | 
| Zemenar      |    9234186 |   50 |       0 | 
| Badun        |    9220797 |   45 |       1 | 
| Viernan      |    9216216 |   41 |       0 | 
| Patches      |    9210255 |   45 |       1 | 
| Doeshe       |    9206650 |   40 |       0 | 
| Gothicyoda   |    9198390 |   41 |       1 | 
| Wwarhammer   |    9192397 |   30 |       1 | 
| Vladd        |    9191689 |   46 |       1 | 
| Makai        |    9162064 |   39 |       1 | 
| Scave        |    9153087 |   40 |       0 | 
| Arilyn       |    9151399 |    1 |       0 | 
| Honeybunny   |    9136729 |   40 |       1 | 
| Uuno         |    9134145 |   41 |       1 | 
| Shabazzna    |    9133607 |   44 |       1 | 
| Sapphire     |    9131030 |   16 |       0 | 
| Calatrix     |    9116955 |   45 |       1 | 
| Zaga         |    9108470 |   46 |       0 | 
| Lolthlandria |    9073369 |   51 |       1 | 
| Mupetti      |    9043814 |   42 |       1 | 
| Greymoon     |    9043398 |   18 |       1 | 
| Tude         |    8998831 |   42 |       1 | 
| Aelius       |    8998119 |   38 |       0 | 
| Gundor       |    8982937 |   47 |       1 | 
| Rey          |    8975520 |   30 |       1 | 
| Darax        |    8966585 |   30 |       0 | 
| Delmore      |    8946637 |   42 |       1 | 
| Killandor    |    8931802 |   43 |       1 | 
| Xarnang      |    8926923 |   40 |       1 | 
| Homppa       |    8917651 |   42 |       0 | 
| Angelic      |    8901171 |   50 |       1 | 
| Solar        |    8896613 |   46 |       0 | 
| Doom         |    8896318 |   47 |       0 | 
| Rick         |    8892050 |   43 |       1 | 
| Ravenna      |    8885466 |   44 |       1 | 
| Yarmulke     |    8870847 |   46 |       1 | 
| Anthozoa     |    8865538 |   45 |       1 | 
| Diablos      |    8848786 |   45 |       1 | 
| Walar        |    8847934 |   29 |       1 | 
| Prometeus    |    8847066 |   42 |       0 | 
| Xanadis      |    8781720 |   51 |       1 | 
| Umbala       |    8768201 |   15 |       0 | 
| Coq          |    8749536 |   37 |       1 | 
| Cable        |    8744832 |   43 |       1 | 
| Kyp          |    8740979 |   35 |       1 | 
| Tervahauta   |    8712044 |   41 |       1 | 
| Smuli        |    8710995 |   40 |       1 | 
| Marianne     |    8689249 |   45 |       0 | 
| Arkt         |    8688147 |   41 |       1 | 
| Soulburner   |    8665281 |   36 |       1 | 
| Tunkki       |    8665066 |   40 |       1 | 
| Nezir        |    8662702 |   40 |       1 | 
| Juppe        |    8662301 |   30 |       1 | 
| Vahvero      |    8659816 |   45 |       0 | 
| Method       |    8655757 |   30 |       0 | 
| Hkugg        |    8644810 |   46 |       1 | 
| Kylara       |    8624452 |   43 |       0 | 
| Kai          |    8618422 |   52 |       1 | 
| Hattivatti   |    8615977 |   46 |       1 | 
| Tantta       |    8614677 |   42 |       1 | 
| Sinful       |    8589374 |   40 |       1 | 
| Jones        |    8587595 |    1 |       1 | 
| Corial       |    8585409 |   42 |       0 | 
| Methyx       |    8584353 |   44 |       1 | 
| Mully        |    8566036 |   40 |       1 | 
| Bongi        |    8561577 |   40 |       1 | 
| Shadowyn     |    8531959 |   43 |       1 | 
| Kuhi         |    8525744 |   40 |       0 | 
| Mithon       |    8514471 |   41 |       1 | 
| Opak         |    8510968 |   39 |       1 | 
| Recurso      |    8481127 |   30 |       1 | 
| Beach        |    8462317 |   42 |       0 | 
| Deadsoul     |    8456845 |   46 |       1 | 
| Solidis      |    8453737 |   47 |       1 | 
| Iskios       |    8451489 |   38 |       0 | 
| Lujka        |    8445216 |   41 |       0 | 
| Jahrl        |    8442637 |   45 |       1 | 
| Fatiq        |    8421066 |   40 |       0 | 
| Kobane       |    8381778 |   27 |       1 | 
| Amaranthe    |    8370839 |   30 |       1 | 
| Mongrol      |    8335575 |   41 |       1 | 
| Mikee        |    8333085 |   44 |       1 | 
| Gaurthog     |    8328936 |    1 |       1 | 
| Krigasos     |    8322906 |   42 |       0 | 
| Shadus       |    8312965 |   45 |       0 | 
| Kuningazz    |    8307389 |   51 |       1 | 
| Pornoinen    |    8306601 |   40 |       0 | 
| Micdaros     |    8302242 |   30 |       1 | 
| Amorell      |    8281494 |   50 |       0 | 
| Painkiller   |    8274145 |   42 |       1 | 
| Riptor       |    8265091 |    1 |       0 | 
| Joseph       |    8227058 |   32 |       1 | 
| Dewberry     |    8212454 |   43 |       1 | 
| Hansku       |    8207492 |   39 |       1 | 
| Dockuolema   |    8191738 |   38 |       1 | 
| Stalker      |    8188705 |   16 |       1 | 
| Migu         |    8181139 |    1 |       1 | 
| Ixoth        |    8174629 |    1 |       1 | 
| Nonsensius   |    8166677 |   46 |       1 | 
| Krazaak      |    8164964 |   39 |       1 | 
| Dragst       |    8148492 |   45 |       1 | 
| Derring      |    8140459 |    1 |       1 | 
| Possusoturi  |    8138313 |   34 |       1 | 
| Fibban       |    8120346 |   45 |       0 | 
| Malphias     |    8100262 |   45 |       0 | 
| Gelal        |    8095039 |   40 |       1 | 
| Partizanas   |    8094081 |   36 |       1 | 
| Taurendil    |    8088027 |   35 |       0 | 
| Gwildor      |    8083808 |   48 |       0 | 
| Nohri        |    8061721 |   45 |       1 | 
| Lemure       |    8060515 |   45 |       1 | 
| Quackduff    |    8057092 |   38 |       1 | 
| Jhanzix      |    8055823 |   40 |       0 | 
| Zaffira      |    8047199 |   42 |       1 | 
| Stungor      |    7993063 |   45 |       1 | 
| Solux        |    7989571 |    1 |       1 | 
| Griml        |    7976910 |   46 |       0 | 
| Lagos        |    7972969 |   42 |       0 | 
| Sulky        |    7965498 |   45 |       1 | 
| Feanor       |    7963616 |   46 |       1 | 
| Again        |    7959565 |   44 |       0 | 
| Xy           |    7958379 |   40 |       0 | 
| Garrion      |    7946697 |   45 |       0 | 
| Goregutz     |    7936645 |   36 |       1 | 
| Bigdawg      |    7935167 |   36 |       1 | 
| Fitte        |    7930917 |   48 |       1 | 
| Mikgoth      |    7912708 |   20 |       1 | 
| Slake        |    7902301 |   40 |       1 | 
| Calath       |    7883740 |   42 |       1 | 
| Vorpal       |    7866595 |   40 |       1 | 
| Hurn         |    7854977 |   45 |       1 | 
| Ragzur       |    7829614 |   45 |       1 | 
| Windrider    |    7807114 |   36 |       1 | 
| Horno        |    7799857 |   45 |       1 | 
| Leander      |    7799170 |   40 |       1 | 
| Fall         |    7784031 |   40 |       0 | 
| Go           |    7776566 |   29 |       1 | 
| Weird        |    7775506 |   40 |       1 | 
| Truchuk      |    7759154 |   32 |       1 | 
| Jeffry       |    7741843 |   45 |       1 | 
| Veckio       |    7736573 |   30 |       1 | 
| Xydan        |    7732341 |   40 |       1 | 
| Jaban        |    7731775 |   46 |       0 | 
| Sonvar       |    7716067 |   42 |       1 | 
| Rodna        |    7698904 |   40 |       1 | 
| Hexor        |    7680229 |   44 |       0 | 
| Marauder     |    7664004 |   35 |       1 | 
| Aramir       |    7655654 |   46 |       0 | 
| Gunthor      |    7646161 |   50 |       1 | 
| Mami         |    7642001 |   38 |       0 | 
| Dritthil     |    7636883 |   46 |       1 | 
| Zhaz         |    7636165 |   40 |       0 | 
| Canthus      |    7616067 |   42 |       1 | 
| Eirnawn      |    7608797 |   30 |       1 | 
| Un           |    7600706 |   40 |       0 | 
| Xenu         |    7595130 |   43 |       0 | 
| Wyre         |    7591571 |   18 |       1 | 
| Clerion      |    7590804 |   40 |       1 | 
| Nerethe      |    7569902 |   45 |       1 | 
| Zemalf       |    7564775 |   35 |       1 | 
| Niniel       |    7563632 |   45 |       1 | 
| Kratos       |    7553250 |   45 |       0 | 
| Villuman     |    7552327 |   40 |       1 | 
| Marley       |    7550448 |   45 |       0 | 
| Belanna      |    7546964 |   41 |       1 | 
| Moriant      |    7543186 |   40 |       1 | 
| Growus       |    7519498 |   40 |       0 | 
| Redblood     |    7516653 |   40 |       0 | 
| Zretch       |    7513329 |   30 |       1 | 
| Timnus       |    7491736 |   41 |       1 | 
| Surtr        |    7486703 |   44 |       1 | 
| Suomies      |    7479894 |   39 |       1 | 
| Mikael       |    7478571 |   48 |       1 | 
| Crematia     |    7475946 |   42 |       1 | 
| Zhann        |    7471051 |   40 |       0 | 
| Xelfer       |    7468791 |   40 |       0 | 
| Marloch      |    7455648 |   30 |       0 | 
| Fractal      |    7436950 |   40 |       1 | 
| Orbitalx     |    7436056 |   43 |       1 | 
| Jkj          |    7434636 |   41 |       0 | 
| Woyz         |    7421733 |   44 |       1 | 
| Madmalk      |    7419766 |   40 |       0 | 
| Morgion      |    7409272 |   37 |       1 | 
| Asali        |    7394661 |   42 |       0 | 
| Flemfruit    |    7385104 |   29 |       1 | 
| Jimbo        |    7384466 |   40 |       1 | 
| Zimsalabim   |    7384038 |   35 |       1 | 
| Dubbeltje    |    7367398 |   39 |       1 | 
| Nighteye     |    7365269 |   32 |       0 | 
| Pagophagia   |    7360000 |   40 |       1 | 
| Houli        |    7359476 |   30 |       1 | 
| Couerl       |    7345144 |   42 |       1 | 
| Bismah       |    7339056 |   40 |       0 | 
| Alsraq       |    7338848 |   42 |       1 | 
| Chillum      |    7333335 |   41 |       1 | 
| Caishen      |    7318756 |   41 |       1 | 
| Tree         |    7314923 |   30 |       0 | 
| Desdicado    |    7312156 |   43 |       0 | 
| Atalla       |    7258171 |   35 |       1 | 
| Ilgoroth     |    7247291 |   46 |       1 | 
| Sukka        |    7244015 |    1 |       0 | 
| Wuuf         |    7235787 |   42 |       1 | 
| Menter       |    7231622 |   40 |       1 | 
| Jingizu      |    7185384 |   44 |       1 | 
| Maned        |    7183461 |   45 |       1 | 
| Sorcen       |    7172532 |   37 |       1 | 
| Syntse       |    7156095 |   40 |       1 | 
| Helppo       |    7154376 |   46 |       0 | 
| Daktar       |    7135109 |   30 |       1 | 
| Mummy        |    7129876 |   43 |       1 | 
| Thonom       |    7127236 |   50 |       0 | 
| Juhaz        |    7118286 |    7 |       1 | 
| Xenetor      |    7113216 |   40 |       1 | 
| Flamal       |    7109000 |   43 |       1 | 
| Diablito     |    7101062 |   35 |       0 | 
| Rurack       |    7095388 |   40 |       1 | 
| Elmik        |    7088292 |   39 |       1 | 
| Cantoras     |    7071070 |   48 |       1 | 
| Donamar      |    7068080 |   44 |       0 | 
| Leka         |    7053370 |   30 |       1 | 
| Kriel        |    7052764 |   43 |       0 | 
| Slimydinner  |    7038357 |   45 |       1 | 
| Blayne       |    7036612 |   45 |       1 | 
| Renee        |    7028290 |   44 |       1 | 
| Ymir         |    7027176 |   40 |       0 | 
| Vanspine     |    7027013 |   40 |       0 | 
| Musti        |    7023357 |   40 |       0 | 
| Rotterdam    |    7008681 |   34 |       1 | 
| Kracopc      |    6984131 |   41 |       1 | 
| Warmonger    |    6975488 |   43 |       1 | 
| Nyssa        |    6972751 |   41 |       1 | 
| Turak        |    6968078 |   45 |       1 | 
| Scatty       |    6964392 |   40 |       1 | 
| Telly        |    6961107 |   30 |       1 | 
| Soulsong     |    6959569 |   20 |       1 | 
| Queballo     |    6952838 |   40 |       1 | 
| Sliding      |    6951299 |   42 |       0 | 
| Ahvensurma   |    6942367 |   40 |       1 | 
| Sotanorsu    |    6933054 |    1 |       1 | 
| Juudaz       |    6922918 |   43 |       0 | 
| Somnium      |    6922404 |   44 |       0 | 
| Tarovar      |    6919168 |   44 |       1 | 
| Dose         |    6914902 |   44 |       1 | 
| Craolin      |    6911054 |   39 |       1 | 
| Woodzy       |    6910402 |   49 |       1 | 
| Rhuarc       |    6907346 |   45 |       1 | 
| Harum        |    6898340 |   44 |       1 | 
| Lordraven    |    6881954 |   42 |       1 | 
| Ravachol     |    6881236 |   48 |       1 | 
| Poks         |    6859076 |   46 |       1 | 
| Karlak       |    6852110 |   47 |       1 | 
| Kdalhu       |    6835702 |   40 |       1 | 
| Ilgir        |    6828168 |   35 |       0 | 
| Lats         |    6822735 |   35 |       1 | 
| Kerta        |    6815171 |   45 |       1 | 
| Thanquol     |    6805788 |   24 |       1 | 
| Xanador      |    6777633 |   20 |       1 | 
| Strathem     |    6770474 |   41 |       1 | 
| Majinbuu     |    6769926 |   49 |       1 | 
| Energo       |    6744316 |    1 |       0 | 
| Brazil       |    6738379 |   40 |       1 | 
| Trivette     |    6731371 |   41 |       0 | 
| Zormok       |    6729037 |   43 |       1 | 
| Jertsi       |    6725380 |   40 |       1 | 
| Azimyth      |    6717419 |   49 |       0 | 
| Specialk     |    6703821 |   39 |       1 | 
| Pullasorsa   |    6698684 |   35 |       1 | 
| Zenax        |    6688873 |    1 |       1 | 
| Ildor        |    6687639 |   18 |       1 | 
| Surma        |    6684593 |   35 |       1 | 
| Mervil       |    6683938 |   10 |       0 | 
| Lordus       |    6665658 |   30 |       0 | 
| Wino         |    6662458 |   40 |       1 | 
| Kannon       |    6658004 |    1 |       1 | 
| Silke        |    6657472 |   41 |       1 | 
| Josko        |    6648980 |   41 |       1 | 
| Eldrar       |    6647062 |   15 |       1 | 
| Roder        |    6635571 |   37 |       1 | 
| Janorion     |    6630988 |   40 |       1 | 
| Spatapus     |    6617167 |   45 |       0 | 
| Ardo         |    6615864 |   38 |       1 | 
| Zaltaiz      |    6606275 |   40 |       1 | 
| Merry        |    6604829 |   29 |       1 | 
| Geoffrey     |    6596107 |   38 |       1 | 
| Soulblade    |    6590883 |   34 |       1 | 
| Rilia        |    6588053 |   40 |       0 | 
| Kandifferus  |    6569063 |   40 |       0 | 
| Gorbad       |    6561433 |   38 |       0 | 
| Caius        |    6557091 |   40 |       0 | 
| Fehu         |    6549769 |   42 |       0 | 
| Spongiosum   |    6535279 |   29 |       1 | 
| Auren        |    6528581 |   33 |       1 | 
| Thonwan      |    6520252 |   44 |       1 | 
| Minalcar     |    6518079 |   27 |       0 | 
| Kindred      |    6504253 |   41 |       0 | 
| Grotesque    |    6501806 |   45 |       1 | 
| Dredd        |    6498387 |   29 |       1 | 
| Hardtop      |    6487066 |   30 |       1 | 
| Jenya        |    6470343 |   46 |       1 | 
| Beld         |    6464612 |   41 |       1 | 
| Zilidor      |    6453866 |   25 |       1 | 
| Farath       |    6452039 |   46 |       1 | 
| Neclord      |    6445499 |   30 |       1 | 
| Samyu        |    6444944 |    1 |       0 | 
| Lesnar       |    6429820 |   45 |       1 | 
| Murh         |    6418823 |   44 |       1 | 
| Loz          |    6416798 |   41 |       1 | 
| Vargat       |    6413606 |   40 |       1 | 
| Acemcloud    |    6413346 |   41 |       1 | 
| Chadric      |    6403891 |   42 |       0 | 
| Phantasos    |    6394702 |   39 |       1 | 
| Elier        |    6393669 |   36 |       0 | 
| Maukkis      |    6392000 |   36 |       1 | 
| Lynar        |    6389424 |   36 |       1 | 
| Pegasos      |    6382236 |   30 |       1 | 
| Darkwater    |    6373706 |   45 |       1 | 
| Entrer       |    6373672 |   40 |       1 | 
| Maceman      |    6354201 |   30 |       1 | 
| Kei          |    6352637 |   15 |       1 | 
| Daattor      |    6342505 |   42 |       1 | 
| Xing         |    6339527 |   40 |       1 | 
| Haderak      |    6336486 |   20 |       1 | 
| Pouffy       |    6326683 |   37 |       1 | 
| Linuzer      |    6321384 |   45 |       0 | 
| Aquarius     |    6319719 |   49 |       1 | 
| Doommaker    |    6304793 |   41 |       0 | 
| Lorath       |    6295645 |   40 |       1 | 
| Verraton     |    6285647 |   38 |       1 | 
| Suba         |    6259017 |   40 |       0 | 
| Zoink        |    6240949 |   30 |       1 | 
| Digger       |    6237595 |   24 |       1 | 
| Thunderfist  |    6232995 |   40 |       1 | 
| Ausa         |    6231076 |   40 |       1 | 
| Thechosen    |    6222916 |   29 |       0 | 
| Loudness     |    6199907 |   40 |       1 | 
| Apocalypse   |    6190701 |   40 |       1 | 
| Triply       |    6177042 |   41 |       1 | 
| Qualeth      |    6173282 |   36 |       1 | 
| Keyr         |    6156323 |   43 |       1 | 
| Hunden       |    6152300 |   40 |       1 | 
| Earworm      |    6141477 |   47 |       1 | 
| Fingolfin    |    6128884 |   35 |       0 | 
| Jhaizes      |    6121726 |   41 |       1 | 
| Shjon        |    6115979 |   38 |       1 | 
| Mikefish     |    6109080 |   47 |       0 | 
| Puk          |    6108574 |   40 |       1 | 
| Yashin       |    6092527 |   40 |       1 | 
| Weergoor     |    6086422 |   38 |       1 | 
| Smagus       |    6085584 |   30 |       1 | 
| Lepardi      |    6078570 |   37 |       1 | 
| Kain         |    6069139 |   40 |       0 | 
| Grakstrilyte |    6066374 |   42 |       1 | 
| Killisilma   |    6050463 |   41 |       1 | 
| Wescot       |    6049209 |   40 |       0 | 
| Mutilator    |    6046533 |   40 |       0 | 
| Pia          |    6044422 |   40 |       1 | 
| Turboporo    |    6041583 |   40 |       1 | 
| Gilneas      |    6026984 |    1 |       1 | 
| Wildbill     |    6026818 |   42 |       1 | 
| Wedo         |    6021486 |   20 |       1 | 
| Uhuak        |    6019829 |   45 |       0 | 
| Zoob         |    6018861 |   40 |       1 | 
| Kodak        |    6015678 |   35 |       1 | 
| Pulikikki    |    6014937 |   34 |       1 | 
| Darkhalf     |    6013691 |   43 |       1 | 
| Skillfarmer  |    6011330 |   40 |       1 | 
| Grimjack     |    6005607 |   37 |       1 | 
| Samandahl    |    6003845 |   40 |       1 | 
| Orotus       |    5997321 |   37 |       1 | 
| Alvalon      |    5990975 |   40 |       1 | 
| Yavathol     |    5980568 |   45 |       1 | 
| Trois        |    5958313 |   39 |       1 | 
| Darkwarrior  |    5945404 |   37 |       1 | 
| Penol        |    5945098 |   42 |       1 | 
| Enochian     |    5938765 |   44 |       1 | 
| Cirelstar    |    5918792 |   42 |       1 | 
| Ged          |    5903823 |   37 |       1 | 
| Arguilla     |    5903174 |   44 |       1 | 
| Sethor       |    5897223 |   38 |       1 | 
| Mise         |    5892368 |   34 |       1 | 
| Verbal       |    5884473 |   27 |       1 | 
| Qwryctgbyxv  |    5879028 |   45 |       1 | 
| Gorag        |    5873860 |   30 |       1 | 
| Demise       |    5857200 |   40 |       1 | 
| Pilleri      |    5854608 |   36 |       0 | 
| Vardamir     |    5841861 |   40 |       0 | 
| Mokey        |    5841192 |   40 |       0 | 
| Toge         |    5836225 |   30 |       1 | 
| Bunjo        |    5824517 |   34 |       1 | 
| Nomercy      |    5823605 |   40 |       1 | 
| Marol        |    5805983 |   41 |       1 | 
| Hwenyar      |    5805727 |   38 |       1 | 
| Graagh       |    5801586 |   42 |       1 | 
| Donny        |    5788961 |   40 |       1 | 
| Redcow       |    5786465 |   41 |       1 | 
| Darkangel    |    5779295 |   43 |       1 | 
| Gurkin       |    5764232 |   40 |       1 | 
| Klonkku      |    5748635 |   37 |       1 | 
| Argan        |    5748092 |   36 |       1 | 
